"＊ Sorted by Index Futures,JGB Futures, Index Options (Put, Call), Options on 10-year JGB futures, Individual Options each in contract month numerical order.",,,,,,,,,,,
"＊ ""Theoretical price"" is used in calculating the price range of J-NET trading until 4 p.m. of the trading day.",,,,,,,,,,,
Issue Code,Issue Name,Put／Call,Contract Month,Strike Price,Settlement Price,Theoretical Price,Underlying Index,Volatility ,Interest Rate,Days until Maturity,Underlying Name
111069001,PUT_JGBL_1606_145.00,PUT,201606,145,0.31,0.3,151.46,7.0618,0.1009,97,10-year JGB
111069101,PUT_JGBL_1606_145.50,PUT,201606,145.5,0.33,0.33,151.46,6.8078,0.1009,97,10-year JGB
111069201,PUT_JGBL_1606_146.00,PUT,201606,146,0.36,0.35,151.46,6.5538,0.1009,97,10-year JGB
111069301,PUT_JGBL_1606_146.50,PUT,201606,146.5,0.32,0.31,151.46,5.8796,0.1009,97,10-year JGB
111069401,PUT_JGBL_1606_147.00,PUT,201606,147,0.35,0.35,151.46,5.6814,0.1009,97,10-year JGB
111069501,PUT_JGBL_1606_147.50,PUT,201606,147.5,0.38,0.37,151.46,5.3721,0.1009,97,10-year JGB
111069601,PUT_JGBL_1606_148.00,PUT,201606,148,0.41,0.4,151.46,5.0516,0.1009,97,10-year JGB
111069701,PUT_JGBL_1606_148.50,PUT,201606,148.5,0.42,0.42,151.46,4.6664,0.1009,97,10-year JGB
111069801,PUT_JGBL_1606_149.00,PUT,201606,149,0.45,0.44,151.46,4.2917,0.1009,97,10-year JGB
111069901,PUT_JGBL_1606_149.50,PUT,201606,149.5,0.49,0.49,151.46,3.9643,0.1009,97,10-year JGB
111060001,PUT_JGBL_1606_150.00,PUT,201606,150,0.62,0.61,151.46,3.8937,0.1009,97,10-year JGB
111060101,PUT_JGBL_1606_150.50,PUT,201606,150.5,0.66,0.65,151.46,3.4252,0.1009,97,10-year JGB
111060201,PUT_JGBL_1606_151.00,PUT,201606,151,0.84,0.83,151.46,3.3648,0.1009,97,10-year JGB
111060301,PUT_JGBL_1606_151.50,PUT,201606,151.5,0.92,0.91,151.46,2.8611,0.1009,97,10-year JGB
111060401,PUT_JGBL_1606_152.00,PUT,201606,152,1.21,1.21,151.46,2.917,0.1009,97,10-year JGB
111060501,PUT_JGBL_1606_152.50,PUT,201606,152.5,1.59,1.58,151.46,3.1254,0.1009,97,10-year JGB
111060601,PUT_JGBL_1606_153.00,PUT,201606,153,1.99,1.99,151.46,3.3233,0.1009,97,10-year JGB
111060701,PUT_JGBL_1606_153.50,PUT,201606,153.5,2.42,2.42,151.46,3.5421,0.1009,97,10-year JGB
111060801,PUT_JGBL_1606_154.00,PUT,201606,154,2.86,2.86,151.46,3.7492,0.1009,97,10-year JGB
111060901,PUT_JGBL_1606_154.50,PUT,201606,154.5,3.3,3.29,151.46,3.85,0.1009,97,10-year JGB
111061001,PUT_JGBL_1606_155.00,PUT,201606,155,3.74,3.74,151.46,3.95,0.1009,97,10-year JGB
111061101,PUT_JGBL_1606_155.50,PUT,201606,155.5,4.2,4.2,151.46,4.05,0.1009,97,10-year JGB
111061201,PUT_JGBL_1606_156.00,PUT,201606,156,4.66,4.66,151.46,4.1,0.1009,97,10-year JGB
111061301,PUT_JGBL_1606_156.50,PUT,201606,156.5,5.13,5.13,151.46,4.15,0.1009,97,10-year JGB
339101306,CAL_1306_1603_1000,CAL,201603,1000,318.5,318,,37.34,0.0646,15,
339091306,CAL_1306_1603_1100,CAL,201603,1100,218.5,218.3,,37.34,0.0646,15,
339081306,CAL_1306_1603_1200,CAL,201603,1200,123,123,,37.34,0.0646,15,
339071306,CAL_1306_1603_1300,CAL,201603,1300,49.2,49.2,,37.34,0.0646,15,
339011306,CAL_1306_1603_1400,CAL,201603,1400,12.5,12.4,,37.34,0.0646,15,
339021306,CAL_1306_1603_1500,CAL,201603,1500,2,1.9,,37.34,0.0646,15,
339031306,CAL_1306_1603_1600,CAL,201603,1600,0.2,0.2,,37.34,0.0646,15,
339041306,CAL_1306_1603_1700,CAL,201603,1700,0.1,0,,37.34,0.0646,15,
339051306,CAL_1306_1603_1800,CAL,201603,1800,0.1,0,,37.34,0.0646,15,
339061306,CAL_1306_1603_1900,CAL,201603,1900,0.1,0,,37.34,0.0646,15,
340061306,CAL_1306_1604_1000,CAL,201604,1000,319,318.9,,37.34,0.0755,43,
340011306,CAL_1306_1604_1100,CAL,201604,1100,224,223.6,,37.34,0.0755,43,
340021306,CAL_1306_1604_1200,CAL,201604,1200,140,139.9,,37.34,0.0755,43,
340031306,CAL_1306_1604_1300,CAL,201604,1300,76.5,76.3,,37.34,0.0755,43,
340041306,CAL_1306_1604_1400,CAL,201604,1400,36.1,36,,37.34,0.0755,43,
340051306,CAL_1306_1604_1500,CAL,201604,1500,14.8,14.8,,37.34,0.0755,43,
342091306,CAL_1306_1606_1000,CAL,201606,1000,327.5,327.4,,37.34,0.1636,106,
342081306,CAL_1306_1606_1100,CAL,201606,1100,243,242.7,,37.34,0.1636,106,
342071306,CAL_1306_1606_1200,CAL,201606,1200,171,171,,37.34,0.1636,106,
342011306,CAL_1306_1606_1300,CAL,201606,1300,114.5,114.5,,37.34,0.1636,106,
342021306,CAL_1306_1606_1400,CAL,201606,1400,73,73,,37.34,0.1636,106,
342031306,CAL_1306_1606_1500,CAL,201606,1500,44.6,44.5,,37.34,0.1636,106,
342041306,CAL_1306_1606_1600,CAL,201606,1600,26.2,26.1,,37.34,0.1636,106,
342051306,CAL_1306_1606_1700,CAL,201606,1700,14.8,14.8,,37.34,0.1636,106,
342061306,CAL_1306_1606_1800,CAL,201606,1800,8.2,8.1,,37.34,0.1636,106,
345081306,CAL_1306_1609_1000,CAL,201609,1000,325,324.7,,37.34,0.1855,197,
345071306,CAL_1306_1609_1100,CAL,201609,1100,251.5,251.2,,37.34,0.1855,197,
345061306,CAL_1306_1609_1200,CAL,201609,1200,190,189.5,,37.34,0.1855,197,
345011306,CAL_1306_1609_1300,CAL,201609,1300,140,139.7,,37.34,0.1855,197,
345021306,CAL_1306_1609_1400,CAL,201609,1400,101,100.9,,37.34,0.1855,197,
345031306,CAL_1306_1609_1500,CAL,201609,1500,72,71.6,,37.34,0.1855,197,
345041306,CAL_1306_1609_1600,CAL,201609,1600,50,50,,37.34,0.1855,197,
345051306,CAL_1306_1609_1700,CAL,201609,1700,34.5,34.5,,37.34,0.1855,197,
339221309,CAL_1309_1603_22000,CAL,201603,22000,3625,3622.5,,36.0721,0.0646,15,
339231309,CAL_1309_1603_23000,CAL,201603,23000,2667,2666.2,,36.0721,0.0646,15,
339211309,CAL_1309_1603_24000,CAL,201603,24000,1797,1796.6,,36.0721,0.0646,15,
339201309,CAL_1309_1603_25000,CAL,201603,25000,1084,1083.2,,36.0721,0.0646,15,
339191309,CAL_1309_1603_26000,CAL,201603,26000,574,573.9,,36.0721,0.0646,15,
339171309,CAL_1309_1603_27000,CAL,201603,27000,265,264.4,,36.0721,0.0646,15,
339181309,CAL_1309_1603_28000,CAL,201603,28000,106,105.4,,36.0721,0.0646,15,
339151309,CAL_1309_1603_29000,CAL,201603,29000,37,36.5,,36.0721,0.0646,15,
339161309,CAL_1309_1603_30000,CAL,201603,30000,11,11,,36.0721,0.0646,15,
339141309,CAL_1309_1603_31000,CAL,201603,31000,3,2.9,,36.0721,0.0646,15,
339131309,CAL_1309_1603_32000,CAL,201603,32000,1,0.7,,36.0721,0.0646,15,
339121309,CAL_1309_1603_33000,CAL,201603,33000,1,0.1,,36.0721,0.0646,15,
339111309,CAL_1309_1603_34000,CAL,201603,34000,1,0,,36.0721,0.0646,15,
339091309,CAL_1309_1603_35000,CAL,201603,35000,1,0,,36.0721,0.0646,15,
339101309,CAL_1309_1603_36000,CAL,201603,36000,1,0,,36.0721,0.0646,15,
339071309,CAL_1309_1603_37000,CAL,201603,37000,1,0,,36.0721,0.0646,15,
339011309,CAL_1309_1603_38000,CAL,201603,38000,1,0,,36.0721,0.0646,15,
339021309,CAL_1309_1603_39000,CAL,201603,39000,1,0,,36.0721,0.0646,15,
339031309,CAL_1309_1603_40000,CAL,201603,40000,1,0,,36.0721,0.0646,15,
339041309,CAL_1309_1603_41000,CAL,201603,41000,1,0,,36.0721,0.0646,15,
339051309,CAL_1309_1603_42000,CAL,201603,42000,1,0,,36.0721,0.0646,15,
339061309,CAL_1309_1603_43000,CAL,201603,43000,1,0,,36.0721,0.0646,15,
339081309,CAL_1309_1603_44000,CAL,201603,44000,1,0,,36.0721,0.0646,15,
340061309,CAL_1309_1604_22000,CAL,201604,22000,3770,3767.4,,36.0721,0.0755,43,
340071309,CAL_1309_1604_23000,CAL,201604,23000,2932,2931,,36.0721,0.0755,43,
340011309,CAL_1309_1604_24000,CAL,201604,24000,2196,2195.2,,36.0721,0.0755,43,
340021309,CAL_1309_1604_25000,CAL,201604,25000,1579,1578.9,,36.0721,0.0755,43,
340031309,CAL_1309_1604_26000,CAL,201604,26000,1090,1089.2,,36.0721,0.0755,43,
340041309,CAL_1309_1604_27000,CAL,201604,27000,721,720.6,,36.0721,0.0755,43,
340051309,CAL_1309_1604_28000,CAL,201604,28000,458,457.4,,36.0721,0.0755,43,
342161309,CAL_1309_1606_22000,CAL,201606,22000,4190,4189.1,,36.0721,0.1636,106,
342171309,CAL_1309_1606_23000,CAL,201606,23000,3475,3473.7,,36.0721,0.1636,106,
342151309,CAL_1309_1606_24000,CAL,201606,24000,2839,2838.2,,36.0721,0.1636,106,
342141309,CAL_1309_1606_25000,CAL,201606,25000,2286,2285.4,,36.0721,0.1636,106,
342121309,CAL_1309_1606_26000,CAL,201606,26000,1815,1814.4,,36.0721,0.1636,106,
342131309,CAL_1309_1606_27000,CAL,201606,27000,1421,1420.9,,36.0721,0.1636,106,
342111309,CAL_1309_1606_28000,CAL,201606,28000,1099,1098.3,,36.0721,0.1636,106,
342011309,CAL_1309_1606_29000,CAL,201606,29000,839,838.6,,36.0721,0.1636,106,
342021309,CAL_1309_1606_30000,CAL,201606,30000,633,632.8,,36.0721,0.1636,106,
342031309,CAL_1309_1606_31000,CAL,201606,31000,473,472.3,,36.0721,0.1636,106,
342041309,CAL_1309_1606_32000,CAL,201606,32000,350,349,,36.0721,0.1636,106,
342051309,CAL_1309_1606_33000,CAL,201606,33000,256,255.4,,36.0721,0.1636,106,
342061309,CAL_1309_1606_34000,CAL,201606,34000,186,185.3,,36.0721,0.1636,106,
342071309,CAL_1309_1606_35000,CAL,201606,35000,134,133.4,,36.0721,0.1636,106,
342081309,CAL_1309_1606_36000,CAL,201606,36000,96,95.3,,36.0721,0.1636,106,
342091309,CAL_1309_1606_37000,CAL,201606,37000,68,67.6,,36.0721,0.1636,106,
342101309,CAL_1309_1606_38000,CAL,201606,38000,48,47.6,,36.0721,0.1636,106,
345091309,CAL_1309_1609_22000,CAL,201609,22000,4730,4727.4,,36.0721,0.1855,197,
345101309,CAL_1309_1609_23000,CAL,201609,23000,4090,4087.5,,36.0721,0.1855,197,
345081309,CAL_1309_1609_24000,CAL,201609,24000,3515,3510.5,,36.0721,0.1855,197,
345071309,CAL_1309_1609_25000,CAL,201609,25000,2996,2995.6,,36.0721,0.1855,197,
345011309,CAL_1309_1609_26000,CAL,201609,26000,2541,2540.7,,36.0721,0.1855,197,
345021309,CAL_1309_1609_27000,CAL,201609,27000,2143,2142.6,,36.0721,0.1855,197,
345031309,CAL_1309_1609_28000,CAL,201609,28000,1798,1797.2,,36.0721,0.1855,197,
345041309,CAL_1309_1609_29000,CAL,201609,29000,1500,1500,,36.0721,0.1855,197,
345051309,CAL_1309_1609_30000,CAL,201609,30000,1247,1246.2,,36.0721,0.1855,197,
345061309,CAL_1309_1609_31000,CAL,201609,31000,1031,1030.9,,36.0721,0.1855,197,
339111320,CAL_1320_1603_13000,CAL,201603,13000,3335,3330.5,,35.15,0.0646,15,
339101320,CAL_1320_1603_14000,CAL,201603,14000,2337,2336.3,,35.15,0.0646,15,
339091320,CAL_1320_1603_15000,CAL,201603,15000,1394,1393.9,,35.15,0.0646,15,
339081320,CAL_1320_1603_16000,CAL,201603,16000,644,643.4,,35.15,0.0646,15,
339071320,CAL_1320_1603_17000,CAL,201603,17000,213,212.2,,35.15,0.0646,15,
339011320,CAL_1320_1603_18000,CAL,201603,18000,49,48.2,,35.15,0.0646,15,
339021320,CAL_1320_1603_19000,CAL,201603,19000,8,7.6,,35.15,0.0646,15,
339031320,CAL_1320_1603_20000,CAL,201603,20000,1,0.8,,35.15,0.0646,15,
339041320,CAL_1320_1603_21000,CAL,201603,21000,1,0.1,,35.15,0.0646,15,
339051320,CAL_1320_1603_22000,CAL,201603,22000,1,0,,35.15,0.0646,15,
339061320,CAL_1320_1603_23000,CAL,201603,23000,1,0,,35.15,0.0646,15,
340061320,CAL_1320_1604_13000,CAL,201604,13000,3355,3351,,35.15,0.0755,43,
340011320,CAL_1320_1604_14000,CAL,201604,14000,2419,2418.4,,35.15,0.0755,43,
340021320,CAL_1320_1604_15000,CAL,201604,15000,1599,1598.6,,35.15,0.0755,43,
340031320,CAL_1320_1604_16000,CAL,201604,16000,955,954.4,,35.15,0.0755,43,
340041320,CAL_1320_1604_17000,CAL,201604,17000,512,511.2,,35.15,0.0755,43,
340051320,CAL_1320_1604_18000,CAL,201604,18000,246,245.6,,35.15,0.0755,43,
340071320,CAL_1320_1604_19000,CAL,201604,19000,107,106.4,,35.15,0.0755,43,
342101320,CAL_1320_1606_13000,CAL,201606,13000,3490,3488.5,,35.15,0.1636,106,
342091320,CAL_1320_1606_14000,CAL,201606,14000,2671,2670.8,,35.15,0.1636,106,
342081320,CAL_1320_1606_15000,CAL,201606,15000,1969,1968.1,,35.15,0.1636,106,
342061320,CAL_1320_1606_16000,CAL,201606,16000,1396,1395.6,,35.15,0.1636,106,
342011320,CAL_1320_1606_17000,CAL,201606,17000,954,953.7,,35.15,0.1636,106,
342021320,CAL_1320_1606_18000,CAL,201606,18000,630,629.3,,35.15,0.1636,106,
342031320,CAL_1320_1606_19000,CAL,201606,19000,403,402.1,,35.15,0.1636,106,
342041320,CAL_1320_1606_20000,CAL,201606,20000,250,249.5,,35.15,0.1636,106,
342051320,CAL_1320_1606_21000,CAL,201606,21000,151,150.8,,35.15,0.1636,106,
342071320,CAL_1320_1606_22000,CAL,201606,22000,90,89,,35.15,0.1636,106,
345081320,CAL_1320_1609_13000,CAL,201609,13000,3525,3521.8,,35.15,0.1855,197,
345071320,CAL_1320_1609_14000,CAL,201609,14000,2813,2813,,35.15,0.1855,197,
345061320,CAL_1320_1609_15000,CAL,201609,15000,2205,2204.8,,35.15,0.1855,197,
345011320,CAL_1320_1609_16000,CAL,201609,16000,1698,1697.8,,35.15,0.1855,197,
345021320,CAL_1320_1609_17000,CAL,201609,17000,1287,1286.5,,35.15,0.1855,197,
345031320,CAL_1320_1609_18000,CAL,201609,18000,961,960.6,,35.15,0.1855,197,
345041320,CAL_1320_1609_19000,CAL,201609,19000,708,708,,35.15,0.1855,197,
345051320,CAL_1320_1609_20000,CAL,201609,20000,516,515.8,,35.15,0.1855,197,
339111321,CAL_1321_1603_13000,CAL,201603,13000,3305,3300.6,,35.09,0.0646,15,
339101321,CAL_1321_1603_14000,CAL,201603,14000,2307,2306.6,,35.09,0.0646,15,
339091321,CAL_1321_1603_15000,CAL,201603,15000,1367,1366.9,,35.09,0.0646,15,
339081321,CAL_1321_1603_16000,CAL,201603,16000,624,624,,35.09,0.0646,15,
339071321,CAL_1321_1603_17000,CAL,201603,17000,203,202.7,,35.09,0.0646,15,
339011321,CAL_1321_1603_18000,CAL,201603,18000,46,45.2,,35.09,0.0646,15,
339021321,CAL_1321_1603_19000,CAL,201603,19000,7,7,,35.09,0.0646,15,
339031321,CAL_1321_1603_20000,CAL,201603,20000,1,0.8,,35.09,0.0646,15,
339041321,CAL_1321_1603_21000,CAL,201603,21000,1,0.1,,35.09,0.0646,15,
339051321,CAL_1321_1603_22000,CAL,201603,22000,1,0,,35.09,0.0646,15,
339061321,CAL_1321_1603_23000,CAL,201603,23000,1,0,,35.09,0.0646,15,
340061321,CAL_1321_1604_13000,CAL,201604,13000,3325,3321.6,,35.09,0.0755,43,
340011321,CAL_1321_1604_14000,CAL,201604,14000,2391,2390.6,,35.09,0.0755,43,
340021321,CAL_1321_1604_15000,CAL,201604,15000,1575,1574.3,,35.09,0.0755,43,
340031321,CAL_1321_1604_16000,CAL,201604,16000,936,935.5,,35.09,0.0755,43,
340041321,CAL_1321_1604_17000,CAL,201604,17000,499,498.2,,35.09,0.0755,43,
340051321,CAL_1321_1604_18000,CAL,201604,18000,238,237.8,,35.09,0.0755,43,
340071321,CAL_1321_1604_19000,CAL,201604,19000,103,102.3,,35.09,0.0755,43,
342101321,CAL_1321_1606_13000,CAL,201606,13000,3465,3460.5,,35.09,0.1636,106,
342091321,CAL_1321_1606_14000,CAL,201606,14000,2645,2644.9,,35.09,0.1636,106,
342081321,CAL_1321_1606_15000,CAL,201606,15000,1946,1945.1,,35.09,0.1636,106,
342061321,CAL_1321_1606_16000,CAL,201606,16000,1377,1376.2,,35.09,0.1636,106,
342011321,CAL_1321_1606_17000,CAL,201606,17000,939,938,,35.09,0.1636,106,
342021321,CAL_1321_1606_18000,CAL,201606,18000,618,617.3,,35.09,0.1636,106,
342031321,CAL_1321_1606_19000,CAL,201606,19000,394,393.3,,35.09,0.1636,106,
342041321,CAL_1321_1606_20000,CAL,201606,20000,244,243.3,,35.09,0.1636,106,
342051321,CAL_1321_1606_21000,CAL,201606,21000,147,146.6,,35.09,0.1636,106,
342071321,CAL_1321_1606_22000,CAL,201606,22000,87,86.3,,35.09,0.1636,106,
345081321,CAL_1321_1609_13000,CAL,201609,13000,3510,3508.3,,35.09,0.1855,197,
345071321,CAL_1321_1609_14000,CAL,201609,14000,2801,2800.2,,35.09,0.1855,197,
345061321,CAL_1321_1609_15000,CAL,201609,15000,2193,2193,,35.09,0.1855,197,
345011321,CAL_1321_1609_16000,CAL,201609,16000,1688,1687.2,,35.09,0.1855,197,
345021321,CAL_1321_1609_17000,CAL,201609,17000,1278,1277.1,,35.09,0.1855,197,
345031321,CAL_1321_1609_18000,CAL,201609,18000,953,952.6,,35.09,0.1855,197,
345041321,CAL_1321_1609_19000,CAL,201609,19000,702,701.3,,35.09,0.1855,197,
345051321,CAL_1321_1609_20000,CAL,201609,20000,511,510.3,,35.09,0.1855,197,
339071328,CAL_1328_1603_3200,CAL,201603,3200,580.5,580.1,,13.7698,0.0646,15,
339061328,CAL_1328_1603_3400,CAL,201603,3400,380.5,380.1,,13.7698,0.0646,15,
339011328,CAL_1328_1603_3600,CAL,201603,3600,182,181.8,,13.7698,0.0646,15,
339021328,CAL_1328_1603_3800,CAL,201603,3800,33,33,,13.7698,0.0646,15,
339031328,CAL_1328_1603_4000,CAL,201603,4000,0.9,0.9,,13.7698,0.0646,15,
339041328,CAL_1328_1603_4200,CAL,201603,4200,0.1,0,,13.7698,0.0646,15,
339051328,CAL_1328_1603_4400,CAL,201603,4400,0.1,0,,13.7698,0.0646,15,
340011328,CAL_1328_1604_3400,CAL,201604,3400,381.5,381,,13.7698,0.0755,43,
340021328,CAL_1328_1604_3600,CAL,201604,3600,194,193.9,,13.7698,0.0755,43,
340031328,CAL_1328_1604_3800,CAL,201604,3800,62.5,62,,13.7698,0.0755,43,
340041328,CAL_1328_1604_4000,CAL,201604,4000,10.5,10.4,,13.7698,0.0755,43,
340051328,CAL_1328_1604_4200,CAL,201604,4200,0.9,0.9,,13.7698,0.0755,43,
342061328,CAL_1328_1606_3200,CAL,201606,3200,583,582.6,,13.7698,0.1636,106,
342011328,CAL_1328_1606_3400,CAL,201606,3400,391,390.7,,13.7698,0.1636,106,
342021328,CAL_1328_1606_3600,CAL,201606,3600,223.5,223.2,,13.7698,0.1636,106,
342031328,CAL_1328_1606_3800,CAL,201606,3800,103.5,103.3,,13.7698,0.1636,106,
342041328,CAL_1328_1606_4000,CAL,201606,4000,37.5,37.4,,13.7698,0.1636,106,
342051328,CAL_1328_1606_4200,CAL,201606,4200,10.6,10.5,,13.7698,0.1636,106,
345011328,CAL_1328_1609_3200,CAL,201609,3200,590.5,590.3,,13.7698,0.1855,197,
345021328,CAL_1328_1609_3400,CAL,201609,3400,410.5,410.4,,13.7698,0.1855,197,
345031328,CAL_1328_1609_3600,CAL,201609,3600,258.5,258.2,,13.7698,0.1855,197,
345041328,CAL_1328_1609_3800,CAL,201609,3800,145,144.9,,13.7698,0.1855,197,
345051328,CAL_1328_1609_4000,CAL,201609,4000,72,71.9,,13.7698,0.1855,197,
345061328,CAL_1328_1609_4200,CAL,201609,4200,31.6,31.6,,13.7698,0.1855,197,
339111330,CAL_1330_1603_13000,CAL,201603,13000,3360,3355.1,,48.4441,0.0646,15,
339101330,CAL_1330_1603_14000,CAL,201603,14000,2387,2386.5,,48.4441,0.0646,15,
339091330,CAL_1330_1603_15000,CAL,201603,15000,1489,1488.9,,45.8095,0.0646,15,
339081330,CAL_1330_1603_16000,CAL,201603,16000,696.5,696.3,,38.3649,0.0646,15,
339071330,CAL_1330_1603_17000,CAL,201603,17000,165,164.8,,30.4388,0.0646,15,
339011330,CAL_1330_1603_18000,CAL,201603,18000,27.6,27.6,,30.5373,0.0646,15,
339021330,CAL_1330_1603_19000,CAL,201603,19000,2.8,2.7,,30.5373,0.0646,15,
339031330,CAL_1330_1603_20000,CAL,201603,20000,0.2,0.2,,30.5373,0.0646,15,
339041330,CAL_1330_1603_21000,CAL,201603,21000,0.1,0,,30.5373,0.0646,15,
339051330,CAL_1330_1603_22000,CAL,201603,22000,0.1,0,,30.5373,0.0646,15,
339061330,CAL_1330_1603_23000,CAL,201603,23000,0.1,0,,30.5373,0.0646,15,
340061330,CAL_1330_1604_13000,CAL,201604,13000,3415,3413.6,,44.1265,0.0755,43,
340011330,CAL_1330_1604_14000,CAL,201604,14000,2533,2532.9,,44.1265,0.0755,43,
340021330,CAL_1330_1604_15000,CAL,201604,15000,1710,1709.4,,40.6958,0.0755,43,
340031330,CAL_1330_1604_16000,CAL,201604,16000,987,986.9,,36.0961,0.0755,43,
340041330,CAL_1330_1604_17000,CAL,201604,17000,431,430.6,,31.0324,0.0755,43,
340051330,CAL_1330_1604_18000,CAL,201604,18000,146.5,146.1,,28.6066,0.0755,43,
340071330,CAL_1330_1604_19000,CAL,201604,19000,47.5,47.4,,28.6066,0.0755,43,
342111330,CAL_1330_1606_13000,CAL,201606,13000,3610,3606.8,,41.1665,0.1636,106,
342101330,CAL_1330_1606_14000,CAL,201606,14000,2834,2833.1,,41.1665,0.1636,106,
342091330,CAL_1330_1606_15000,CAL,201606,15000,2061,2060.8,,37.7358,0.1636,106,
342061330,CAL_1330_1606_16000,CAL,201606,16000,1339,1338.1,,33.1361,0.1636,106,
342011330,CAL_1330_1606_17000,CAL,201606,17000,717,716.5,,28.0724,0.1636,106,
342021330,CAL_1330_1606_18000,CAL,201606,18000,343,342.7,,25.6466,0.1636,106,
342031330,CAL_1330_1606_19000,CAL,201606,19000,172.5,172.4,,25.6466,0.1636,106,
342041330,CAL_1330_1606_20000,CAL,201606,20000,81.5,81,,25.6466,0.1636,106,
342051330,CAL_1330_1606_21000,CAL,201606,21000,35.8,35.8,,25.6466,0.1636,106,
342071330,CAL_1330_1606_22000,CAL,201606,22000,15,15,,25.6466,0.1636,106,
342081330,CAL_1330_1606_23000,CAL,201606,23000,6,6,,25.6466,0.1636,106,
345081330,CAL_1330_1609_13000,CAL,201609,13000,3695,3690.2,,39.9565,0.1855,197,
345071330,CAL_1330_1609_14000,CAL,201609,14000,3015,3014.4,,39.9565,0.1855,197,
345061330,CAL_1330_1609_15000,CAL,201609,15000,2281,2280.2,,36.5258,0.1855,197,
345011330,CAL_1330_1609_16000,CAL,201609,16000,1561,1560.8,,31.9261,0.1855,197,
345021330,CAL_1330_1609_17000,CAL,201609,17000,909.5,909.3,,26.8624,0.1855,197,
345031330,CAL_1330_1609_18000,CAL,201609,18000,503.5,503.4,,24.4366,0.1855,197,
345041330,CAL_1330_1609_19000,CAL,201609,19000,306.5,306.4,,24.4366,0.1855,197,
345051330,CAL_1330_1609_20000,CAL,201609,20000,180.5,180.2,,24.4366,0.1855,197,
339081343,CAL_1343_1603_1400,CAL,201603,1400,571.5,571,,18,0.0646,15,
339071343,CAL_1343_1603_1500,CAL,201603,1500,471.5,471,,18,0.0646,15,
339011343,CAL_1343_1603_1600,CAL,201603,1600,371.5,371,,18,0.0646,15,
339021343,CAL_1343_1603_1700,CAL,201603,1700,271.5,271,,18,0.0646,15,
339031343,CAL_1343_1603_1800,CAL,201603,1800,171.5,171.2,,18,0.0646,15,
339041343,CAL_1343_1603_1900,CAL,201603,1900,77,76.9,,18,0.0646,15,
339051343,CAL_1343_1603_2000,CAL,201603,2000,16.8,16.7,,18,0.0646,15,
339061343,CAL_1343_1603_2200,CAL,201603,2200,0.1,0,,18,0.0646,15,
339091343,CAL_1343_1603_2400,CAL,201603,2400,0.1,0,,18,0.0646,15,
340061343,CAL_1343_1604_1600,CAL,201604,1600,371.5,371.2,,18,0.0755,43,
340011343,CAL_1343_1604_1700,CAL,201604,1700,271.5,271.5,,18,0.0755,43,
340021343,CAL_1343_1604_1800,CAL,201604,1800,175,174.8,,18,0.0755,43,
340031343,CAL_1343_1604_1900,CAL,201604,1900,91.5,91.5,,18,0.0755,43,
340041343,CAL_1343_1604_2000,CAL,201604,2000,35.9,35.9,,18,0.0755,43,
340051343,CAL_1343_1604_2200,CAL,201604,2200,2,1.9,,18,0.0755,43,
342071343,CAL_1343_1606_1500,CAL,201606,1500,457,457,,18.3208,0.1636,106,
342011343,CAL_1343_1606_1600,CAL,201606,1600,358,358,,17.8906,0.1636,106,
342021343,CAL_1343_1606_1700,CAL,201606,1700,263,262.7,,18.2239,0.1636,106,
342031343,CAL_1343_1606_1800,CAL,201606,1800,177,176.5,,18,0.1636,106,
342041343,CAL_1343_1606_1900,CAL,201606,1900,107,106.5,,18,0.1636,106,
342051343,CAL_1343_1606_2000,CAL,201606,2000,57,56.9,,18,0.1636,106,
342061343,CAL_1343_1606_2200,CAL,201606,2200,11.2,11.1,,18,0.1636,106,
342081343,CAL_1343_1606_2400,CAL,201606,2400,1.4,1.3,,18,0.1636,106,
345061343,CAL_1343_1609_1500,CAL,201609,1500,445,444.9,,18.1869,0.1855,197,
345011343,CAL_1343_1609_1600,CAL,201609,1600,350.5,350.1,,18.2118,0.1855,197,
345021343,CAL_1343_1609_1700,CAL,201609,1700,262.5,262.5,,18.0055,0.1855,197,
345031343,CAL_1343_1609_1800,CAL,201609,1800,186.5,186.1,,18,0.1855,197,
345041343,CAL_1343_1609_1900,CAL,201609,1900,124.5,124.2,,18,0.1855,197,
345051343,CAL_1343_1609_2000,CAL,201609,2000,78,77.9,,18,0.1855,197,
345071343,CAL_1343_1609_2200,CAL,201609,2200,25.6,25.5,,18,0.1855,197,
345081343,CAL_1343_1609_2400,CAL,201609,2400,6.7,6.7,,18,0.1855,197,
339081540,CAL_1540_1603_3600,CAL,201603,3600,716,715.1,,14.5,0.0646,15,
339061540,CAL_1540_1603_3800,CAL,201603,3800,516,515.1,,14.5,0.0646,15,
339011540,CAL_1540_1603_4000,CAL,201603,4000,316,315.3,,14.5,0.0646,15,
339021540,CAL_1540_1603_4200,CAL,201603,4200,128,127.2,,14.5,0.0646,15,
339031540,CAL_1540_1603_4400,CAL,201603,4400,20,19.5,,14.5,0.0646,15,
339041540,CAL_1540_1603_4600,CAL,201603,4600,1,0.7,,14.5,0.0646,15,
339051540,CAL_1540_1603_4800,CAL,201603,4800,1,0,,14.5,0.0646,15,
339071540,CAL_1540_1603_5000,CAL,201603,5000,1,0,,14.5,0.0646,15,
