＊ 指数先物、国債先物、指数オプション、国債先物オプション、有価証券オプション順で、商品ごとに限月順で表示しております。,,,,,,,,,,,
＊ 記載されているオプション商品の「理論価格」は，当該取引日の16時までの間，J-NET取引の値幅を計算する際に用いる理論価格をいいます。,,,,,,,,,,,
銘柄コード,銘柄名称,PUT/CAL,限月,権利行使価格,清算価格,理論価格,原資産価格,ボラティリティ,金利,残日数,原資産名称
337036971,CAL_6971_1601_6000,CAL,201601,6000,145.5,145,,25.6287,0.13,43,
337046971,CAL_6971_1601_6500,CAL,201601,6500,33.3,33.2,,25.9946,0.13,43,
337056971,CAL_6971_1601_7000,CAL,201601,7000,5,4.9,,25.9946,0.13,43,
339076971,CAL_6971_1603_4800,CAL,201603,4800,1110,1109.9,,30.7074,0.2573,106,
339016971,CAL_6971_1603_5000,CAL,201603,5000,942,941.8,,30.7074,0.2573,106,
339026971,CAL_6971_1603_5500,CAL,201603,5500,583,582.8,,30.7074,0.2573,106,
339036971,CAL_6971_1603_6000,CAL,201603,6000,289.5,289.5,,27.8087,0.2573,106,
339046971,CAL_6971_1603_6500,CAL,201603,6500,138.5,138.2,,28.1746,0.2573,106,
339056971,CAL_6971_1603_7000,CAL,201603,7000,58.5,58.1,,28.1746,0.2573,106,
339066971,CAL_6971_1603_7500,CAL,201603,7500,22.2,22.1,,28.1746,0.2573,106,
342016971,CAL_6971_1606_4800,CAL,201606,4800,1156,1155.5,,31.6474,0.2836,197,
342026971,CAL_6971_1606_5000,CAL,201606,5000,1010,1009.2,,31.6474,0.2836,197,
342036971,CAL_6971_1606_5500,CAL,201606,5500,696.5,696.1,,31.6474,0.2836,197,
342046971,CAL_6971_1606_6000,CAL,201606,6000,410.5,410.1,,28.7487,0.2836,197,
342056971,CAL_6971_1606_6500,CAL,201606,6500,251.5,251.4,,29.1146,0.2836,197,
342066971,CAL_6971_1606_7000,CAL,201606,7000,145.5,145.2,,29.1146,0.2836,197,
336106976,CAL_6976_1512_1200,CAL,201512,1200,812.5,812.1,,37.3715,0.1082,15,
336096976,CAL_6976_1512_1300,CAL,201512,1300,712.5,712.1,,37.3715,0.1082,15,
336086976,CAL_6976_1512_1400,CAL,201512,1400,612.5,612.1,,37.3715,0.1082,15,
336076976,CAL_6976_1512_1500,CAL,201512,1500,512.5,512.1,,37.3715,0.1082,15,
336016976,CAL_6976_1512_1600,CAL,201512,1600,412.5,412.1,,37.3715,0.1082,15,
336026976,CAL_6976_1512_1700,CAL,201512,1700,313,312.7,,37.3715,0.1082,15,
336036976,CAL_6976_1512_1800,CAL,201512,1800,217,216.6,,37.3715,0.1082,15,
336046976,CAL_6976_1512_1900,CAL,201512,1900,131.5,131.3,,37.3715,0.1082,15,
336056976,CAL_6976_1512_2000,CAL,201512,2000,63,62.5,,34.6845,0.1082,15,
336066976,CAL_6976_1512_2200,CAL,201512,2200,7.7,7.6,,35.2479,0.1082,15,
336116976,CAL_6976_1512_2400,CAL,201512,2400,0.4,0.3,,35.2479,0.1082,15,
337016976,CAL_6976_1601_1700,CAL,201601,1700,322.5,322.1,,36.7742,0.13,43,
337026976,CAL_6976_1601_1800,CAL,201601,1800,237.5,237.1,,36.7742,0.13,43,
337036976,CAL_6976_1601_1900,CAL,201601,1900,165,164.6,,36.7742,0.13,43,
337046976,CAL_6976_1601_2000,CAL,201601,2000,102.5,102.4,,35.0132,0.13,43,
337056976,CAL_6976_1601_2200,CAL,201601,2200,31.2,31.2,,33.8878,0.13,43,
337066976,CAL_6976_1601_2400,CAL,201601,2400,7.3,7.2,,33.8878,0.13,43,
339086976,CAL_6976_1603_1200,CAL,201603,1200,814,813.7,,39.6642,0.2573,106,
339066976,CAL_6976_1603_1300,CAL,201603,1300,716,715.5,,39.6642,0.2573,106,
339016976,CAL_6976_1603_1400,CAL,201603,1400,620,619.6,,39.6642,0.2573,106,
339026976,CAL_6976_1603_1500,CAL,201603,1500,527.5,527.4,,39.6642,0.2573,106,
339036976,CAL_6976_1603_1600,CAL,201603,1600,441,440.7,,39.6642,0.2573,106,
339046976,CAL_6976_1603_1700,CAL,201603,1700,361.5,361.3,,39.6642,0.2573,106,
339056976,CAL_6976_1603_1800,CAL,201603,1800,291,290.5,,39.6642,0.2573,106,
339076976,CAL_6976_1603_1900,CAL,201603,1900,229.5,229.2,,39.6642,0.2573,106,
339096976,CAL_6976_1603_2000,CAL,201603,2000,170,170,,37.9032,0.2573,106,
339106976,CAL_6976_1603_2200,CAL,201603,2200,89.5,89.3,,36.7778,0.2573,106,
339116976,CAL_6976_1603_2400,CAL,201603,2400,44.8,44.7,,36.7778,0.2573,106,
342016976,CAL_6976_1606_1400,CAL,201606,1400,632.5,632.4,,40.9042,0.2836,197,
342026976,CAL_6976_1606_1500,CAL,201606,1500,550.5,550.2,,40.9042,0.2836,197,
342036976,CAL_6976_1606_1600,CAL,201606,1600,474.5,474.4,,40.9042,0.2836,197,
342046976,CAL_6976_1606_1700,CAL,201606,1700,405.5,405.4,,40.9042,0.2836,197,
342056976,CAL_6976_1606_1800,CAL,201606,1800,344,343.6,,40.9042,0.2836,197,
342066976,CAL_6976_1606_1900,CAL,201606,1900,289,289,,40.9042,0.2836,197,
342076976,CAL_6976_1606_2000,CAL,201606,2000,231.5,231.1,,39.1432,0.2836,197,
342086976,CAL_6976_1606_2200,CAL,201606,2200,148.5,148.5,,38.0178,0.2836,197,
342096976,CAL_6976_1606_2400,CAL,201606,2400,96,95.5,,38.0178,0.2836,197,
336116981,CAL_6981_1512_13000,CAL,201512,13000,6220,6215.6,,32.2986,0.1082,15,
336126981,CAL_6981_1512_14000,CAL,201512,14000,5220,5215.6,,32.2986,0.1082,15,
336016981,CAL_6981_1512_15000,CAL,201512,15000,4220,4215.7,,32.2986,0.1082,15,
336026981,CAL_6981_1512_16000,CAL,201512,16000,3220,3216.6,,32.2986,0.1082,15,
336036981,CAL_6981_1512_17000,CAL,201512,17000,2230,2229.8,,32.2986,0.1082,15,
336046981,CAL_6981_1512_18000,CAL,201512,18000,1318,1317.5,,32.2986,0.1082,15,
336056981,CAL_6981_1512_19000,CAL,201512,19000,614.5,614.3,,32.2986,0.1082,15,
336066981,CAL_6981_1512_20000,CAL,201512,20000,213,212.6,,32.2986,0.1082,15,
336076981,CAL_6981_1512_21000,CAL,201512,21000,53.5,53.1,,32.2986,0.1082,15,
336086981,CAL_6981_1512_22000,CAL,201512,22000,9.6,9.5,,32.2986,0.1082,15,
336096981,CAL_6981_1512_23000,CAL,201512,23000,1.3,1.3,,32.2986,0.1082,15,
336106981,CAL_6981_1512_24000,CAL,201512,24000,0.2,0.1,,32.2986,0.1082,15,
337016981,CAL_6981_1601_17000,CAL,201601,17000,2354,2353.3,,32.2986,0.13,43,
337026981,CAL_6981_1601_18000,CAL,201601,18000,1571,1570.5,,32.2986,0.13,43,
337036981,CAL_6981_1601_19000,CAL,201601,19000,958,958,,32.2986,0.13,43,
337046981,CAL_6981_1601_20000,CAL,201601,20000,531.5,531.1,,32.2986,0.13,43,
337056981,CAL_6981_1601_21000,CAL,201601,21000,267.5,267.5,,32.2986,0.13,43,
337066981,CAL_6981_1601_22000,CAL,201601,22000,123,122.7,,32.2986,0.13,43,
339106981,CAL_6981_1603_13000,CAL,201603,13000,6240,6236.3,,32.2986,0.2573,106,
339116981,CAL_6981_1603_14000,CAL,201603,14000,5265,5263.7,,32.2986,0.2573,106,
339096981,CAL_6981_1603_15000,CAL,201603,15000,4330,4327.9,,32.2986,0.2573,106,
339086981,CAL_6981_1603_16000,CAL,201603,16000,3455,3454.5,,32.2986,0.2573,106,
339066981,CAL_6981_1603_17000,CAL,201603,17000,2671,2670,,32.2986,0.2573,106,
339076981,CAL_6981_1603_18000,CAL,201603,18000,1996,1995.8,,32.2986,0.2573,106,
339016981,CAL_6981_1603_19000,CAL,201603,19000,1443,1442.4,,32.2986,0.2573,106,
339026981,CAL_6981_1603_20000,CAL,201603,20000,1009,1008.6,,32.2986,0.2573,106,
339036981,CAL_6981_1603_21000,CAL,201603,21000,683.5,683.5,,32.2986,0.2573,106,
339046981,CAL_6981_1603_22000,CAL,201603,22000,450,449.6,,32.2986,0.2573,106,
339056981,CAL_6981_1603_23000,CAL,201603,23000,288,287.7,,32.2986,0.2573,106,
342016981,CAL_6981_1606_13000,CAL,201606,13000,6220,6215.2,,32.2986,0.2836,197,
342026981,CAL_6981_1606_14000,CAL,201606,14000,5310,5305.3,,32.2986,0.2836,197,
342036981,CAL_6981_1606_15000,CAL,201606,15000,4455,4453.6,,32.2986,0.2836,197,
342046981,CAL_6981_1606_16000,CAL,201606,16000,3680,3675.5,,32.2986,0.2836,197,
342056981,CAL_6981_1606_17000,CAL,201606,17000,2983,2982.6,,32.2986,0.2836,197,
342066981,CAL_6981_1606_18000,CAL,201606,18000,2382,2381.1,,32.2986,0.2836,197,
342076981,CAL_6981_1606_19000,CAL,201606,19000,1872,1871.4,,32.2986,0.2836,197,
342086981,CAL_6981_1606_20000,CAL,201606,20000,1450,1449.5,,32.2986,0.2836,197,
342096981,CAL_6981_1606_21000,CAL,201606,21000,1108,1107.6,,32.2986,0.2836,197,
342106981,CAL_6981_1606_22000,CAL,201606,22000,836,835.9,,32.2986,0.2836,197,
336116988,CAL_6988_1512_6000,CAL,201512,6000,2782,2781.3,,35.9759,0.1082,15,
336066988,CAL_6988_1512_6500,CAL,201512,6500,2282,2281.3,,35.9759,0.1082,15,
336016988,CAL_6988_1512_7000,CAL,201512,7000,1782,1781.5,,35.9759,0.1082,15,
336026988,CAL_6988_1512_7500,CAL,201512,7500,1285,1284.5,,35.9759,0.1082,15,
336036988,CAL_6988_1512_8000,CAL,201512,8000,811,810.5,,35.9759,0.1082,15,
336046988,CAL_6988_1512_8500,CAL,201512,8500,387.5,387.4,,31.2678,0.1082,15,
336056988,CAL_6988_1512_9000,CAL,201512,9000,112.5,112.3,,28.266,0.1082,15,
336076988,CAL_6988_1512_9500,CAL,201512,9500,22.4,22.3,,28.9351,0.1082,15,
336086988,CAL_6988_1512_10000,CAL,201512,10000,2.6,2.6,,28.9351,0.1082,15,
336096988,CAL_6988_1512_11000,CAL,201512,11000,0.1,0,,28.9351,0.1082,15,
336106988,CAL_6988_1512_12000,CAL,201512,12000,0.1,0,,28.9351,0.1082,15,
337016988,CAL_6988_1601_7500,CAL,201601,7500,1319,1318.7,,33.5555,0.13,43,
337026988,CAL_6988_1601_8000,CAL,201601,8000,896.5,896.1,,33.5555,0.13,43,
337036988,CAL_6988_1601_8500,CAL,201601,8500,524,523.7,,30.901,0.13,43,
337046988,CAL_6988_1601_9000,CAL,201601,9000,252.5,252.1,,28.7866,0.13,43,
337056988,CAL_6988_1601_9500,CAL,201601,9500,106,105.6,,28.3697,0.13,43,
337066988,CAL_6988_1601_10000,CAL,201601,10000,38.7,38.6,,28.3697,0.13,43,
339116988,CAL_6988_1603_6000,CAL,201603,6000,2799,2798.7,,36.0855,0.2573,106,
339106988,CAL_6988_1603_6500,CAL,201603,6500,2325,2324,,36.0855,0.2573,106,
339096988,CAL_6988_1603_7000,CAL,201603,7000,1877,1876.9,,36.0855,0.2573,106,
339086988,CAL_6988_1603_7500,CAL,201603,7500,1471,1470.8,,36.0855,0.2573,106,
339076988,CAL_6988_1603_8000,CAL,201603,8000,1118,1117.2,,36.0855,0.2573,106,
339016988,CAL_6988_1603_8500,CAL,201603,8500,774.5,774.1,,33.431,0.2573,106,
339026988,CAL_6988_1603_9000,CAL,201603,9000,497.5,497.5,,31.3166,0.2573,106,
339036988,CAL_6988_1603_9500,CAL,201603,9500,315.5,315.4,,30.8997,0.2573,106,
339046988,CAL_6988_1603_10000,CAL,201603,10000,195.5,195.1,,30.8997,0.2573,106,
339056988,CAL_6988_1603_11000,CAL,201603,11000,67,67,,30.8997,0.2573,106,
339066988,CAL_6988_1603_12000,CAL,201603,12000,20.4,20.3,,30.8997,0.2573,106,
342076988,CAL_6988_1606_6500,CAL,201606,6500,2368,2367.4,,37.1755,0.2836,197,
342016988,CAL_6988_1606_7000,CAL,201606,7000,1974,1973.7,,37.1755,0.2836,197,
342026988,CAL_6988_1606_7500,CAL,201606,7500,1622,1621.5,,37.1755,0.2836,197,
342036988,CAL_6988_1606_8000,CAL,201606,8000,1314,1313.5,,37.1755,0.2836,197,
342046988,CAL_6988_1606_8500,CAL,201606,8500,984.5,984.3,,34.521,0.2836,197,
342056988,CAL_6988_1606_9000,CAL,201606,9000,708,708,,32.4066,0.2836,197,
342066988,CAL_6988_1606_9500,CAL,201606,9500,519,518.9,,31.9897,0.2836,197,
342086988,CAL_6988_1606_10000,CAL,201606,10000,380.5,380.1,,31.9897,0.2836,197,
336117011,CAL_7011_1512_450,CAL,201512,450,196,195.6,,31.95,0.1082,15,
336107011,CAL_7011_1512_475,CAL,201512,475,171,170.6,,31.95,0.1082,15,
336097011,CAL_7011_1512_500,CAL,201512,500,146,145.6,,31.95,0.1082,15,
336017011,CAL_7011_1512_550,CAL,201512,550,96,95.7,,31.95,0.1082,15,
336027011,CAL_7011_1512_600,CAL,201512,600,48.3,48.2,,31.95,0.1082,15,
336037011,CAL_7011_1512_650,CAL,201512,650,14.7,14.6,,31.95,0.1082,15,
336047011,CAL_7011_1512_700,CAL,201512,700,2.3,2.2,,31.95,0.1082,15,
336057011,CAL_7011_1512_750,CAL,201512,750,0.2,0.2,,31.95,0.1082,15,
336067011,CAL_7011_1512_800,CAL,201512,800,0.1,0,,31.95,0.1082,15,
336077011,CAL_7011_1512_850,CAL,201512,850,0.1,0,,31.95,0.1082,15,
336087011,CAL_7011_1512_900,CAL,201512,900,0.1,0,,31.95,0.1082,15,
337067011,CAL_7011_1601_500,CAL,201601,500,146,145.9,,31.95,0.13,43,
337017011,CAL_7011_1601_550,CAL,201601,550,98,97.8,,31.95,0.13,43,
337027011,CAL_7011_1601_600,CAL,201601,600,56,56,,31.95,0.13,43,
337037011,CAL_7011_1601_650,CAL,201601,650,26.3,26.2,,31.95,0.13,43,
337047011,CAL_7011_1601_700,CAL,201601,700,9.9,9.9,,31.95,0.13,43,
337057011,CAL_7011_1601_750,CAL,201601,750,3.1,3,,31.95,0.13,43,
339107011,CAL_7011_1603_450,CAL,201603,450,197,196.5,,31.95,0.2573,106,
339097011,CAL_7011_1603_475,CAL,201603,475,172.5,172.4,,31.95,0.2573,106,
339087011,CAL_7011_1603_500,CAL,201603,500,149,148.9,,31.95,0.2573,106,
339077011,CAL_7011_1603_550,CAL,201603,550,106,105.6,,31.95,0.2573,106,
339017011,CAL_7011_1603_600,CAL,201603,600,70,69.6,,31.95,0.2573,106,
339027011,CAL_7011_1603_650,CAL,201603,650,42.5,42.5,,31.95,0.2573,106,
339037011,CAL_7011_1603_700,CAL,201603,700,24.1,24.1,,31.95,0.2573,106,
339047011,CAL_7011_1603_750,CAL,201603,750,12.8,12.8,,31.95,0.2573,106,
339057011,CAL_7011_1603_800,CAL,201603,800,6.4,6.4,,31.95,0.2573,106,
339067011,CAL_7011_1603_850,CAL,201603,850,3.1,3,,31.95,0.2573,106,
342017011,CAL_7011_1606_500,CAL,201606,500,150.5,150.3,,31.95,0.2836,197,
342027011,CAL_7011_1606_550,CAL,201606,550,112,112,,31.95,0.2836,197,
342037011,CAL_7011_1606_600,CAL,201606,600,80.5,80.3,,31.95,0.2836,197,
342047011,CAL_7011_1606_650,CAL,201606,650,56,55.6,,31.95,0.2836,197,
342057011,CAL_7011_1606_700,CAL,201606,700,37.3,37.3,,31.95,0.2836,197,
342067011,CAL_7011_1606_750,CAL,201606,750,24.3,24.2,,31.95,0.2836,197,
336127012,CAL_7012_1512_350,CAL,201512,350,138.5,138,,32.87,0.1082,15,
336117012,CAL_7012_1512_375,CAL,201512,375,113.5,113,,32.87,0.1082,15,
336107012,CAL_7012_1512_400,CAL,201512,400,88.5,88,,32.87,0.1082,15,
336097012,CAL_7012_1512_425,CAL,201512,425,63.5,63.2,,32.87,0.1082,15,
336087012,CAL_7012_1512_450,CAL,201512,450,39.8,39.7,,32.87,0.1082,15,
336077012,CAL_7012_1512_475,CAL,201512,475,20.4,20.3,,32.87,0.1082,15,
336017012,CAL_7012_1512_500,CAL,201512,500,8.1,8,,32.87,0.1082,15,
336027012,CAL_7012_1512_550,CAL,201512,550,0.5,0.5,,32.87,0.1082,15,
336037012,CAL_7012_1512_600,CAL,201512,600,0.1,0,,32.87,0.1082,15,
336047012,CAL_7012_1512_650,CAL,201512,650,0.1,0,,32.87,0.1082,15,
336057012,CAL_7012_1512_700,CAL,201512,700,0.1,0,,32.87,0.1082,15,
336067012,CAL_7012_1512_750,CAL,201512,750,0.1,0,,32.87,0.1082,15,
337067012,CAL_7012_1601_425,CAL,201601,425,66,65.8,,32.87,0.13,43,
337017012,CAL_7012_1601_450,CAL,201601,450,45.4,45.4,,32.87,0.13,43,
337027012,CAL_7012_1601_475,CAL,201601,475,28.9,28.8,,32.87,0.13,43,
337037012,CAL_7012_1601_500,CAL,201601,500,16.8,16.8,,32.87,0.13,43,
337047012,CAL_7012_1601_550,CAL,201601,550,4.4,4.3,,32.87,0.13,43,
337057012,CAL_7012_1601_600,CAL,201601,600,0.9,0.8,,32.87,0.13,43,
339107012,CAL_7012_1603_350,CAL,201603,350,139.5,139.1,,32.87,0.2573,106,
339097012,CAL_7012_1603_375,CAL,201603,375,116,115.5,,32.87,0.2573,106,
339087012,CAL_7012_1603_400,CAL,201603,400,93.5,93.4,,32.87,0.2573,106,
339077012,CAL_7012_1603_425,CAL,201603,425,73.5,73.3,,32.87,0.2573,106,
339067012,CAL_7012_1603_450,CAL,201603,450,56,55.7,,32.87,0.2573,106,
339017012,CAL_7012_1603_475,CAL,201603,475,41.1,41.1,,32.87,0.2573,106,
339027012,CAL_7012_1603_500,CAL,201603,500,29.4,29.3,,32.87,0.2573,106,
339037012,CAL_7012_1603_550,CAL,201603,550,13.8,13.7,,32.87,0.2573,106,
339047012,CAL_7012_1603_600,CAL,201603,600,5.8,5.8,,32.87,0.2573,106,
339057012,CAL_7012_1603_650,CAL,201603,650,2.3,2.2,,32.87,0.2573,106,
342017012,CAL_7012_1606_400,CAL,201606,400,95,95,,32.87,0.2836,197,
342027012,CAL_7012_1606_425,CAL,201606,425,78,77.5,,32.87,0.2836,197,
342037012,CAL_7012_1606_450,CAL,201606,450,62.5,62.3,,32.87,0.2836,197,
342047012,CAL_7012_1606_475,CAL,201606,475,49.4,49.3,,32.87,0.2836,197,
342057012,CAL_7012_1606_500,CAL,201606,500,38.6,38.5,,32.87,0.2836,197,
342067012,CAL_7012_1606_550,CAL,201606,550,22.7,22.6,,32.87,0.2836,197,
342077012,CAL_7012_1606_600,CAL,201606,600,12.8,12.7,,32.87,0.2836,197,
336157013,CAL_7013_1512_250,CAL,201512,250,83.5,83,,34.52,0.1082,15,
336147013,CAL_7013_1512_275,CAL,201512,275,58.5,58,,34.52,0.1082,15,
336137013,CAL_7013_1512_300,CAL,201512,300,33.7,33.7,,34.52,0.1082,15,
336127013,CAL_7013_1512_325,CAL,201512,325,13.8,13.7,,34.52,0.1082,15,
336117013,CAL_7013_1512_350,CAL,201512,350,3.4,3.3,,34.52,0.1082,15,
336107013,CAL_7013_1512_375,CAL,201512,375,0.5,0.5,,34.52,0.1082,15,
336087013,CAL_7013_1512_400,CAL,201512,400,0.1,0,,34.52,0.1082,15,
336097013,CAL_7013_1512_425,CAL,201512,425,0.1,0,,34.52,0.1082,15,
336067013,CAL_7013_1512_450,CAL,201512,450,0.1,0,,34.52,0.1082,15,
336017013,CAL_7013_1512_475,CAL,201512,475,0.1,0,,34.52,0.1082,15,
336027013,CAL_7013_1512_500,CAL,201512,500,0.1,0,,34.52,0.1082,15,
336037013,CAL_7013_1512_550,CAL,201512,550,0.1,0,,34.52,0.1082,15,
336047013,CAL_7013_1512_600,CAL,201512,600,0.1,0,,34.52,0.1082,15,
336057013,CAL_7013_1512_650,CAL,201512,650,0.1,0,,34.52,0.1082,15,
336077013,CAL_7013_1512_700,CAL,201512,700,0.1,0,,34.52,0.1082,15,
337067013,CAL_7013_1601_275,CAL,201601,275,59,58.8,,34.52,0.13,43,
337017013,CAL_7013_1601_300,CAL,201601,300,37,36.9,,34.52,0.13,43,
337027013,CAL_7013_1601_325,CAL,201601,325,19.9,19.9,,34.52,0.13,43,
337037013,CAL_7013_1601_350,CAL,201601,350,9.1,9.1,,34.52,0.13,43,
337047013,CAL_7013_1601_375,CAL,201601,375,3.5,3.5,,34.52,0.13,43,
337057013,CAL_7013_1601_400,CAL,201601,400,1.2,1.1,,34.52,0.13,43,
339147013,CAL_7013_1603_250,CAL,201603,250,85,84.6,,34.52,0.2573,106,
339137013,CAL_7013_1603_275,CAL,201603,275,63,62.6,,34.52,0.2573,106,
339127013,CAL_7013_1603_300,CAL,201603,300,43.7,43.7,,34.52,0.2573,106,
339117013,CAL_7013_1603_325,CAL,201603,325,28.8,28.7,,34.52,0.2573,106,
339107013,CAL_7013_1603_350,CAL,201603,350,17.9,17.8,,34.52,0.2573,106,
339097013,CAL_7013_1603_375,CAL,201603,375,10.5,10.5,,34.52,0.2573,106,
339077013,CAL_7013_1603_400,CAL,201603,400,5.9,5.8,,34.52,0.2573,106,
339087013,CAL_7013_1603_425,CAL,201603,425,3.2,3.1,,34.52,0.2573,106,
339067013,CAL_7013_1603_450,CAL,201603,450,1.7,1.6,,34.52,0.2573,106,
339017013,CAL_7013_1603_475,CAL,201603,475,0.9,0.8,,34.52,0.2573,106,
339027013,CAL_7013_1603_500,CAL,201603,500,0.4,0.4,,34.52,0.2573,106,
339037013,CAL_7013_1603_550,CAL,201603,550,0.1,0.1,,34.52,0.2573,106,
339047013,CAL_7013_1603_600,CAL,201603,600,0.1,0,,34.52,0.2573,106,
339057013,CAL_7013_1603_650,CAL,201603,650,0.1,0,,34.52,0.2573,106,
342077013,CAL_7013_1606_275,CAL,201606,275,66,65.8,,34.52,0.2836,197,
342017013,CAL_7013_1606_300,CAL,201606,300,49.3,49.3,,34.52,0.2836,197,
342027013,CAL_7013_1606_325,CAL,201606,325,35.9,35.8,,34.52,0.2836,197,
342037013,CAL_7013_1606_350,CAL,201606,350,25.5,25.4,,34.52,0.2836,197,
342047013,CAL_7013_1606_375,CAL,201606,375,17.7,17.6,,34.52,0.2836,197,
342057013,CAL_7013_1606_400,CAL,201606,400,12,12,,34.52,0.2836,197,
342067013,CAL_7013_1606_425,CAL,201606,425,8,8,,34.52,0.2836,197,
336087201,CAL_7201_1512_900,CAL,201512,900,383,382.5,,30.4129,0.1082,15,
336077201,CAL_7201_1512_950,CAL,201512,950,333,332.5,,30.4129,0.1082,15,
336067201,CAL_7201_1512_1000,CAL,201512,1000,283,282.5,,30.4129,0.1082,15,
336017201,CAL_7201_1512_1100,CAL,201512,1100,183,182.7,,30.4129,0.1082,15,
336027201,CAL_7201_1512_1200,CAL,201512,1200,88.5,88,,30.4129,0.1082,15,
336037201,CAL_7201_1512_1300,CAL,201512,1300,18.9,18.8,,25.5243,0.1082,15,
336047201,CAL_7201_1512_1400,CAL,201512,1400,1.3,1.3,,25.5243,0.1082,15,
336057201,CAL_7201_1512_1500,CAL,201512,1500,0.1,0,,25.5243,0.1082,15,
337017201,CAL_7201_1601_1100,CAL,201601,1100,186,185.7,,28.7605,0.13,43,
337027201,CAL_7201_1601_1200,CAL,201601,1200,101,100.9,,28.7605,0.13,43,
337037201,CAL_7201_1601_1300,CAL,201601,1300,36.1,36.1,,25.0119,0.13,43,
337047201,CAL_7201_1601_1400,CAL,201601,1400,7.8,7.8,,23.6597,0.13,43,
337057201,CAL_7201_1601_1500,CAL,201601,1500,1.2,1.2,,23.6597,0.13,43,
339077201,CAL_7201_1603_900,CAL,201603,900,384.5,384.2,,30.7105,0.2573,106,
339067201,CAL_7201_1603_950,CAL,201603,950,336,335.7,,30.7105,0.2573,106,
339017201,CAL_7201_1603_1000,CAL,201603,1000,289,288.6,,30.7105,0.2573,106,
339027201,CAL_7201_1603_1100,CAL,201603,1100,202,201.9,,30.7105,0.2573,106,
339037201,CAL_7201_1603_1200,CAL,201603,1200,130.5,130.2,,30.7105,0.2573,106,
339047201,CAL_7201_1603_1300,CAL,201603,1300,67,66.8,,26.9619,0.2573,106,
339057201,CAL_7201_1603_1400,CAL,201603,1400,29.7,29.7,,25.6097,0.2573,106,
339087201,CAL_7201_1603_1500,CAL,201603,1500,12.4,12.4,,25.6097,0.2573,106,
342017201,CAL_7201_1606_1000,CAL,201606,1000,284.5,284.3,,31.5505,0.2836,197,
342027201,CAL_7201_1606_1100,CAL,201606,1100,209.5,209.2,,31.5505,0.2836,197,
342037201,CAL_7201_1606_1200,CAL,201606,1200,148,147.9,,31.5505,0.2836,197,
342047201,CAL_7201_1606_1300,CAL,201606,1300,87,86.9,,27.8019,0.2836,197,
342057201,CAL_7201_1606_1400,CAL,201606,1400,48.8,48.7,,26.4497,0.2836,197,
342067201,CAL_7201_1606_1500,CAL,201606,1500,27.6,27.6,,26.4497,0.2836,197,
336107202,CAL_7202_1512_1000,CAL,201512,1000,369,368.5,,27.4898,0.1082,15,
336097202,CAL_7202_1512_1100,CAL,201512,1100,269,268.5,,27.4898,0.1082,15,
336087202,CAL_7202_1512_1200,CAL,201512,1200,169,168.8,,27.4898,0.1082,15,
336077202,CAL_7202_1512_1300,CAL,201512,1300,76,75.7,,27.4898,0.1082,15,
336017202,CAL_7202_1512_1400,CAL,201512,1400,17.6,17.6,,27.4898,0.1082,15,
336027202,CAL_7202_1512_1500,CAL,201512,1500,1.7,1.7,,27.4898,0.1082,15,
336037202,CAL_7202_1512_1600,CAL,201512,1600,0.1,0.1,,27.4898,0.1082,15,
336047202,CAL_7202_1512_1700,CAL,201512,1700,0.1,0,,27.4898,0.1082,15,
336057202,CAL_7202_1512_1800,CAL,201512,1800,0.1,0,,27.4898,0.1082,15,
336067202,CAL_7202_1512_1900,CAL,201512,1900,0.1,0,,27.4898,0.1082,15,
337067202,CAL_7202_1601_1200,CAL,201601,1200,173.5,173.2,,27.4898,0.13,43,
337017202,CAL_7202_1601_1300,CAL,201601,1300,92,91.8,,27.4898,0.13,43,
337027202,CAL_7202_1601_1400,CAL,201601,1400,38,37.9,,27.4898,0.13,43,
337037202,CAL_7202_1601_1500,CAL,201601,1500,11.9,11.9,,27.4898,0.13,43,
337047202,CAL_7202_1601_1600,CAL,201601,1600,2.9,2.8,,27.4898,0.13,43,
337057202,CAL_7202_1601_1700,CAL,201601,1700,0.6,0.5,,27.4898,0.13,43,
339107202,CAL_7202_1603_1000,CAL,201603,1000,370.5,370.3,,27.4898,0.2573,106,
339097202,CAL_7202_1603_1100,CAL,201603,1100,275,274.9,,27.4898,0.2573,106,
339087202,CAL_7202_1603_1200,CAL,201603,1200,189,188.7,,27.4898,0.2573,106,
339017202,CAL_7202_1603_1300,CAL,201603,1300,118.5,118.3,,27.4898,0.2573,106,
339027202,CAL_7202_1603_1400,CAL,201603,1400,67.5,67.4,,27.4898,0.2573,106,
339037202,CAL_7202_1603_1500,CAL,201603,1500,35,34.9,,27.4898,0.2573,106,
339047202,CAL_7202_1603_1600,CAL,201603,1600,16.6,16.6,,27.4898,0.2573,106,
339057202,CAL_7202_1603_1700,CAL,201603,1700,7.3,7.2,,27.4898,0.2573,106,
339067202,CAL_7202_1603_1800,CAL,201603,1800,3,3,,27.4898,0.2573,106,
339077202,CAL_7202_1603_1900,CAL,201603,1900,1.2,1.1,,27.4898,0.2573,106,
342017202,CAL_7202_1606_1100,CAL,201606,1100,273.5,273.5,,27.4898,0.2836,197,
342027202,CAL_7202_1606_1200,CAL,201606,1200,198,197.6,,27.4898,0.2836,197,
342037202,CAL_7202_1606_1300,CAL,201606,1300,136.5,136,,27.4898,0.2836,197,
