＊ 指数先物、国債先物、指数オプション、国債先物オプション、有価証券オプション順で、商品ごとに限月順で表示しております。,,,,,,,,,,,
＊ 記載されているオプション商品の「理論価格」は，当該取引日の16時までの間，J-NET取引の値幅を計算する際に用いる理論価格をいいます。,,,,,,,,,,,
銘柄コード,銘柄名称,PUT/CAL,限月,権利行使価格,清算価格,理論価格,原資産価格,ボラティリティ,金利,残日数,原資産名称
141068518,CAL_NK225_1606_8500,CAL,201606,8500,11270,11270,19847.58,62.0058,0.2836,198,日経225
141069018,CAL_NK225_1606_9000,CAL,201606,9000,10780,10780,19847.58,59.4391,0.2836,198,日経225
141069218,CAL_NK225_1606_9250,CAL,201606,9250,10530,10530,19847.58,57.5306,0.2836,198,日経225
141069518,CAL_NK225_1606_9500,CAL,201606,9500,10280,10280,19847.58,55.674,0.2836,198,日経225
141069718,CAL_NK225_1606_9750,CAL,201606,9750,10030,10030,19847.58,53.8664,0.2836,198,日経225
141060018,CAL_NK225_1606_10000,CAL,201606,10000,9790,9790,19847.58,53.2476,0.2836,198,日経225
141060218,CAL_NK225_1606_10250,CAL,201606,10250,9540,9540,19847.58,51.5021,0.2836,198,日経225
141060518,CAL_NK225_1606_10500,CAL,201606,10500,9290,9290,19847.58,49.7985,0.2836,198,日経225
141060718,CAL_NK225_1606_10750,CAL,201606,10750,9040,9040,19847.58,48.1346,0.2836,198,日経225
141061018,CAL_NK225_1606_11000,CAL,201606,11000,8800,8800,19847.58,47.4807,0.2836,198,日経225
141061218,CAL_NK225_1606_11250,CAL,201606,11250,8550,8550,19847.58,45.8658,0.2836,198,日経225
141061518,CAL_NK225_1606_11500,CAL,201606,11500,8310,8310,19847.58,45.1601,0.2836,198,日経225
141061718,CAL_NK225_1606_11750,CAL,201606,11750,8060,8060,19847.58,43.5896,0.2836,198,日経225
141062018,CAL_NK225_1606_12000,CAL,201606,12000,7820,7820,19847.58,42.8417,0.2836,198,日経225
141062218,CAL_NK225_1606_12250,CAL,201606,12250,7570,7570,19847.58,41.3115,0.2836,198,日経225
141062518,CAL_NK225_1606_12500,CAL,201606,12500,7330,7330,19847.58,40.5281,0.2836,198,日経225
141062718,CAL_NK225_1606_12750,CAL,201606,12750,7090,7090,19847.58,39.7063,0.2836,198,日経225
141063018,CAL_NK225_1606_13000,CAL,201606,13000,6840,6840,19847.58,38.2203,0.2836,198,日経225
141063218,CAL_NK225_1606_13250,CAL,201606,13250,6600,6597,19847.58,37.1946,0.2836,198,日経225
141063518,CAL_NK225_1606_13500,CAL,201606,13500,6360,6356,19847.58,36.287,0.2836,198,日経225
141063718,CAL_NK225_1606_13750,CAL,201606,13750,6120,6116,19847.58,35.3916,0.2836,198,日経225
141064018,CAL_NK225_1606_14000,CAL,201606,14000,5880,5877,19847.58,34.5081,0.2836,198,日経225
141064218,CAL_NK225_1606_14250,CAL,201606,14250,5640,5639,19847.58,33.6545,0.2836,198,日経225
191064518,CAL_NK225_1606_14500,CAL,201606,14500,5410,5402,19847.58,32.8358,0.2836,198,日経225
141064718,CAL_NK225_1606_14750,CAL,201606,14750,5170,5166,19847.58,32.0089,0.2836,198,日経225
191065018,CAL_NK225_1606_15000,CAL,201606,15000,4940,4932,19847.58,31.2487,0.2836,198,日経225
141065218,CAL_NK225_1606_15250,CAL,201606,15250,4710,4700,19847.58,30.5046,0.2836,198,日経225
191065518,CAL_NK225_1606_15500,CAL,201606,15500,4470,4470,19847.58,29.7581,0.2836,198,日経225
141065718,CAL_NK225_1606_15750,CAL,201606,15750,4250,4241,19847.58,29.0442,0.2836,198,日経225
191066018,CAL_NK225_1606_16000,CAL,201606,16000,4020,4015,19847.58,28.3429,0.2836,198,日経225
141066218,CAL_NK225_1606_16250,CAL,201606,16250,3800,3792,19847.58,27.6787,0.2836,198,日経225
191066518,CAL_NK225_1606_16500,CAL,201606,16500,3580,3572,19847.58,27.0537,0.2836,198,日経225
141066718,CAL_NK225_1606_16750,CAL,201606,16750,3360,3355,19847.58,26.4398,0.2836,198,日経225
191067018,CAL_NK225_1606_17000,CAL,201606,17000,3150,3143,19847.58,25.8489,0.2836,198,日経225
141067218,CAL_NK225_1606_17250,CAL,201606,17250,2940,2934,19847.58,25.285,0.2836,198,日経225
191067518,CAL_NK225_1606_17500,CAL,201606,17500,2740,2731,19847.58,24.7519,0.2836,198,日経225
141067718,CAL_NK225_1606_17750,CAL,201606,17750,2540,2533,19847.58,24.2448,0.2836,198,日経225
191068018,CAL_NK225_1606_18000,CAL,201606,18000,2350,2340,19847.58,23.7531,0.2836,198,日経225
141068218,CAL_NK225_1606_18250,CAL,201606,18250,2160,2155,19847.58,23.3068,0.2836,198,日経225
191068518,CAL_NK225_1606_18500,CAL,201606,18500,1980,1976,19847.58,22.8757,0.2836,198,日経225
141068718,CAL_NK225_1606_18750,CAL,201606,18750,1810,1805,19847.58,22.4866,0.2836,198,日経225
191069018,CAL_NK225_1606_19000,CAL,201606,19000,1650,1642,19847.58,22.1166,0.2836,198,日経225
191069218,CAL_NK225_1606_19250,CAL,201606,19250,1490,1488,19847.58,21.779,0.2836,198,日経225
191069518,CAL_NK225_1606_19500,CAL,201606,19500,1350,1343,19847.58,21.4663,0.2836,198,日経225
191069718,CAL_NK225_1606_19750,CAL,201606,19750,1210,1207,19847.58,21.1861,0.2836,198,日経225
191060018,CAL_NK225_1606_20000,CAL,201606,20000,1030,1025,19847.58,19.978,0.2836,198,日経225
191060218,CAL_NK225_1606_20250,CAL,201606,20250,965,963,19847.58,20.7037,0.2836,198,日経225
191060518,CAL_NK225_1606_20500,CAL,201606,20500,860,855,19847.58,20.4994,0.2836,198,日経225
191060718,CAL_NK225_1606_20750,CAL,201606,20750,760,757,19847.58,20.3114,0.2836,198,日経225
191061018,CAL_NK225_1606_21000,CAL,201606,21000,670,668,19847.58,20.1593,0.2836,198,日経225
191061218,CAL_NK225_1606_21250,CAL,201606,21250,590,587,19847.58,20.0246,0.2836,198,日経225
191061518,CAL_NK225_1606_21500,CAL,201606,21500,515,515,19847.58,19.9094,0.2836,198,日経225
191061718,CAL_NK225_1606_21750,CAL,201606,21750,450,450,19847.58,19.8117,0.2836,198,日経225
191062018,CAL_NK225_1606_22000,CAL,201606,22000,395,392,19847.58,19.7327,0.2836,198,日経225
191062218,CAL_NK225_1606_22250,CAL,201606,22250,345,341,19847.58,19.6663,0.2836,198,日経225
191062518,CAL_NK225_1606_22500,CAL,201606,22500,300,296,19847.58,19.616,0.2836,198,日経225
191062718,CAL_NK225_1606_22750,CAL,201606,22750,260,257,19847.58,19.5804,0.2836,198,日経225
191063018,CAL_NK225_1606_23000,CAL,201606,23000,225,222,19847.58,19.5528,0.2836,198,日経225
191063218,CAL_NK225_1606_23250,CAL,201606,23250,195,192,19847.58,19.5455,0.2836,198,日経225
191063518,CAL_NK225_1606_23500,CAL,201606,23500,170,166,19847.58,19.5435,0.2836,198,日経225
191063718,CAL_NK225_1606_23750,CAL,201606,23750,145,143,19847.58,19.5517,0.2836,198,日経225
141184018,CAL_NK225_1606_24000,CAL,201606,24000,125,124,19847.58,19.5735,0.2836,198,日経225
191064218,CAL_NK225_1606_24250,CAL,201606,24250,110,107,19847.58,19.6036,0.2836,198,日経225
141184518,CAL_NK225_1606_24500,CAL,201606,24500,95,92,19847.58,19.6417,0.2836,198,日経225
191064718,CAL_NK225_1606_24750,CAL,201606,24750,80,80,19847.58,19.689,0.2836,198,日経225
141074018,CAL_NK225_1607_14000,CAL,201607,14000,5890,5887,19847.58,33.4356,0.2836,226,日経225
141074218,CAL_NK225_1607_14250,CAL,201607,14250,5660,5651,19847.58,32.658,0.2836,226,日経225
141074518,CAL_NK225_1607_14500,CAL,201607,14500,5420,5416,19847.58,31.8906,0.2836,226,日経225
141074718,CAL_NK225_1607_14750,CAL,201607,14750,5190,5183,19847.58,31.1593,0.2836,226,日経225
141075018,CAL_NK225_1607_15000,CAL,201607,15000,4960,4951,19847.58,30.4215,0.2836,226,日経225
141075218,CAL_NK225_1607_15250,CAL,201607,15250,4730,4721,19847.58,29.7475,0.2836,226,日経225
141075518,CAL_NK225_1607_15500,CAL,201607,15500,4500,4494,19847.58,29.0751,0.2836,226,日経225
141075718,CAL_NK225_1607_15750,CAL,201607,15750,4270,4268,19847.58,28.432,0.2836,226,日経225
141076018,CAL_NK225_1607_16000,CAL,201607,16000,4050,4045,19847.58,27.7947,0.2836,226,日経225
141076218,CAL_NK225_1607_16250,CAL,201607,16250,3830,3826,19847.58,27.1903,0.2836,226,日経225
141076518,CAL_NK225_1607_16500,CAL,201607,16500,3610,3608,19847.58,26.5897,0.2836,226,日経225
141076718,CAL_NK225_1607_16750,CAL,201607,16750,3400,3396,19847.58,26.0482,0.2836,226,日経225
141077018,CAL_NK225_1607_17000,CAL,201607,17000,3190,3187,19847.58,25.5024,0.2836,226,日経225
141077218,CAL_NK225_1607_17250,CAL,201607,17250,2990,2982,19847.58,24.9918,0.2836,226,日経225
141077518,CAL_NK225_1607_17500,CAL,201607,17500,2790,2783,19847.58,24.5088,0.2836,226,日経225
141077718,CAL_NK225_1607_17750,CAL,201607,17750,2590,2589,19847.58,24.0427,0.2836,226,日経225
141078018,CAL_NK225_1607_18000,CAL,201607,18000,2410,2400,19847.58,23.5941,0.2836,226,日経225
141078218,CAL_NK225_1607_18250,CAL,201607,18250,2220,2219,19847.58,23.1949,0.2836,226,日経225
141078518,CAL_NK225_1607_18500,CAL,201607,18500,2050,2044,19847.58,22.805,0.2836,226,日経225
141078718,CAL_NK225_1607_18750,CAL,201607,18750,1880,1876,19847.58,22.4463,0.2836,226,日経225
141079018,CAL_NK225_1607_19000,CAL,201607,19000,1720,1716,19847.58,22.1011,0.2836,226,日経225
141079218,CAL_NK225_1607_19250,CAL,201607,19250,1570,1564,19847.58,21.793,0.2836,226,日経225
141079518,CAL_NK225_1607_19500,CAL,201607,19500,1430,1422,19847.58,21.5158,0.2836,226,日経225
141079718,CAL_NK225_1607_19750,CAL,201607,19750,1290,1287,19847.58,21.2592,0.2836,226,日経225
141070018,CAL_NK225_1607_20000,CAL,201607,20000,1170,1161,19847.58,21.0241,0.2836,226,日経225
141070218,CAL_NK225_1607_20250,CAL,201607,20250,1050,1045,19847.58,20.8239,0.2836,226,日経225
141070518,CAL_NK225_1607_20500,CAL,201607,20500,940,937,19847.58,20.633,0.2836,226,日経225
141070718,CAL_NK225_1607_20750,CAL,201607,20750,840,838,19847.58,20.4762,0.2836,226,日経225
141071018,CAL_NK225_1607_21000,CAL,201607,21000,750,748,19847.58,20.3297,0.2836,226,日経225
141071218,CAL_NK225_1607_21250,CAL,201607,21250,665,665,19847.58,20.2026,0.2836,226,日経225
141071518,CAL_NK225_1607_21500,CAL,201607,21500,595,590,19847.58,20.1015,0.2836,226,日経225
141071718,CAL_NK225_1607_21750,CAL,201607,21750,525,522,19847.58,20.0099,0.2836,226,日経225
141072018,CAL_NK225_1607_22000,CAL,201607,22000,465,462,19847.58,19.9374,0.2836,226,日経225
141072218,CAL_NK225_1607_22250,CAL,201607,22250,410,407,19847.58,19.8814,0.2836,226,日経225
141072518,CAL_NK225_1607_22500,CAL,201607,22500,360,359,19847.58,19.8369,0.2836,226,日経225
141072718,CAL_NK225_1607_22750,CAL,201607,22750,320,316,19847.58,19.8039,0.2836,226,日経225
141073018,CAL_NK225_1607_23000,CAL,201607,23000,280,277,19847.58,19.781,0.2836,226,日経225
141073218,CAL_NK225_1607_23250,CAL,201607,23250,245,244,19847.58,19.7677,0.2836,226,日経225
141073518,CAL_NK225_1607_23500,CAL,201607,23500,215,214,19847.58,19.7663,0.2836,226,日経225
141073718,CAL_NK225_1607_23750,CAL,201607,23750,190,187,19847.58,19.7711,0.2836,226,日経225
191074018,CAL_NK225_1607_24000,CAL,201607,24000,165,164,19847.58,19.7895,0.2836,226,日経225
141085518,CAL_NK225_1608_15500,CAL,201608,15500,4540,4535,19847.58,28.1941,0.2836,261,日経225
141085718,CAL_NK225_1608_15750,CAL,201608,15750,4320,4313,19847.58,27.6158,0.2836,261,日経225
141086018,CAL_NK225_1608_16000,CAL,201608,16000,4100,4094,19847.58,27.054,0.2836,261,日経225
141086218,CAL_NK225_1608_16250,CAL,201608,16250,3880,3877,19847.58,26.505,0.2836,261,日経225
141086518,CAL_NK225_1608_16500,CAL,201608,16500,3670,3664,19847.58,25.9767,0.2836,261,日経225
141086718,CAL_NK225_1608_16750,CAL,201608,16750,3460,3454,19847.58,25.4659,0.2836,261,日経225
141087018,CAL_NK225_1608_17000,CAL,201608,17000,3250,3250,19847.58,25.0016,0.2836,261,日経225
141087218,CAL_NK225_1608_17250,CAL,201608,17250,3050,3049,19847.58,24.5407,0.2836,261,日経225
141087518,CAL_NK225_1608_17500,CAL,201608,17500,2860,2853,19847.58,24.097,0.2836,261,日経225
141087718,CAL_NK225_1608_17750,CAL,201608,17750,2670,2663,19847.58,23.6862,0.2836,261,日経225
141088018,CAL_NK225_1608_18000,CAL,201608,18000,2480,2479,19847.58,23.3048,0.2836,261,日経225
141088218,CAL_NK225_1608_18250,CAL,201608,18250,2310,2300,19847.58,22.9327,0.2836,261,日経225
141088518,CAL_NK225_1608_18500,CAL,201608,18500,2130,2130,19847.58,22.601,0.2836,261,日経225
141088718,CAL_NK225_1608_18750,CAL,201608,18750,1970,1965,19847.58,22.2713,0.2836,261,日経225
141089018,CAL_NK225_1608_19000,CAL,201608,19000,1810,1808,19847.58,21.9812,0.2836,261,日経225
141089218,CAL_NK225_1608_19250,CAL,201608,19250,1660,1659,19847.58,21.71,0.2836,261,日経225
141089518,CAL_NK225_1608_19500,CAL,201608,19500,1520,1518,19847.58,21.4616,0.2836,261,日経225
141089718,CAL_NK225_1608_19750,CAL,201608,19750,1390,1385,19847.58,21.235,0.2836,261,日経225
141080018,CAL_NK225_1608_20000,CAL,201608,20000,1270,1260,19847.58,21.0253,0.2836,261,日経225
141080218,CAL_NK225_1608_20250,CAL,201608,20250,1150,1144,19847.58,20.8436,0.2836,261,日経225
141080518,CAL_NK225_1608_20500,CAL,201608,20500,1040,1036,19847.58,20.6847,0.2836,261,日経225
141080718,CAL_NK225_1608_20750,CAL,201608,20750,940,936,19847.58,20.5433,0.2836,261,日経225
141081018,CAL_NK225_1608_21000,CAL,201608,21000,845,844,19847.58,20.4146,0.2836,261,日経225
141081218,CAL_NK225_1608_21250,CAL,201608,21250,760,759,19847.58,20.3053,0.2836,261,日経225
141081518,CAL_NK225_1608_21500,CAL,201608,21500,685,682,19847.58,20.2129,0.2836,261,日経225
141081718,CAL_NK225_1608_21750,CAL,201608,21750,615,611,19847.58,20.1353,0.2836,261,日経225
141082018,CAL_NK225_1608_22000,CAL,201608,22000,550,547,19847.58,20.0705,0.2836,261,日経225
141082218,CAL_NK225_1608_22250,CAL,201608,22250,490,489,19847.58,20.0166,0.2836,261,日経225
141082518,CAL_NK225_1608_22500,CAL,201608,22500,440,437,19847.58,19.9769,0.2836,261,日経225
141082718,CAL_NK225_1608_22750,CAL,201608,22750,390,390,19847.58,19.9513,0.2836,261,日経225
141083018,CAL_NK225_1608_23000,CAL,201608,23000,350,347,19847.58,19.9315,0.2836,261,日経225
141083218,CAL_NK225_1608_23250,CAL,201608,23250,310,309,19847.58,19.9187,0.2836,261,日経225
141083518,CAL_NK225_1608_23500,CAL,201608,23500,280,275,19847.58,19.9176,0.2836,261,日経225
141083718,CAL_NK225_1608_23750,CAL,201608,23750,245,245,19847.58,19.9279,0.2836,261,日経225
141084018,CAL_NK225_1608_24000,CAL,201608,24000,220,218,19847.58,19.9416,0.2836,261,日経225
191093018,CAL_NK225_1609_13000,CAL,201609,13000,6880,6873,19847.58,34.1891,0.2836,289,日経225
191093218,CAL_NK225_1609_13250,CAL,201609,13250,6640,6635,19847.58,33.4198,0.2836,289,日経225
191093518,CAL_NK225_1609_13500,CAL,201609,13500,6400,6399,19847.58,32.7293,0.2836,289,日経225
191093718,CAL_NK225_1609_13750,CAL,201609,13750,6170,6163,19847.58,32.0159,0.2836,289,日経225
191094018,CAL_NK225_1609_14000,CAL,201609,14000,5940,5930,19847.58,31.3674,0.2836,289,日経225
191094218,CAL_NK225_1609_14250,CAL,201609,14250,5700,5697,19847.58,30.6896,0.2836,289,日経225
191094518,CAL_NK225_1609_14500,CAL,201609,14500,5470,5467,19847.58,30.0724,0.2836,289,日経225
191094718,CAL_NK225_1609_14750,CAL,201609,14750,5240,5238,19847.58,29.4375,0.2836,289,日経225
141095018,CAL_NK225_1609_15000,CAL,201609,15000,5020,5011,19847.58,28.8407,0.2836,289,日経225
141095218,CAL_NK225_1609_15250,CAL,201609,15250,4790,4787,19847.58,28.2787,0.2836,289,日経225
141095518,CAL_NK225_1609_15500,CAL,201609,15500,4570,4563,19847.58,27.6996,0.2836,289,日経225
141095718,CAL_NK225_1609_15750,CAL,201609,15750,4350,4344,19847.58,27.1708,0.2836,289,日経225
141096018,CAL_NK225_1609_16000,CAL,201609,16000,4130,4127,19847.58,26.6494,0.2836,289,日経225
141096218,CAL_NK225_1609_16250,CAL,201609,16250,3920,3913,19847.58,26.131,0.2836,289,日経225
141096518,CAL_NK225_1609_16500,CAL,201609,16500,3710,3703,19847.58,25.6609,0.2836,289,日経225
141096718,CAL_NK225_1609_16750,CAL,201609,16750,3500,3497,19847.58,25.1971,0.2836,289,日経225
141097018,CAL_NK225_1609_17000,CAL,201609,17000,3300,3294,19847.58,24.7423,0.2836,289,日経225
141097218,CAL_NK225_1609_17250,CAL,201609,17250,3100,3098,19847.58,24.3348,0.2836,289,日経225
141097518,CAL_NK225_1609_17500,CAL,201609,17500,2910,2905,19847.58,23.9338,0.2836,289,日経225
141097718,CAL_NK225_1609_17750,CAL,201609,17750,2720,2718,19847.58,23.554,0.2836,289,日経225
141098018,CAL_NK225_1609_18000,CAL,201609,18000,2540,2536,19847.58,23.1837,0.2836,289,日経225
141098218,CAL_NK225_1609_18250,CAL,201609,18250,2370,2362,19847.58,22.854,0.2836,289,日経225
141098518,CAL_NK225_1609_18500,CAL,201609,18500,2200,2193,19847.58,22.5312,0.2836,289,日経225
141098718,CAL_NK225_1609_18750,CAL,201609,18750,2040,2031,19847.58,22.2376,0.2836,289,日経225
141099018,CAL_NK225_1609_19000,CAL,201609,19000,1880,1877,19847.58,21.9707,0.2836,289,日経225
141099218,CAL_NK225_1609_19250,CAL,201609,19250,1730,1730,19847.58,21.7213,0.2836,289,日経225
141099518,CAL_NK225_1609_19500,CAL,201609,19500,1590,1590,19847.58,21.4864,0.2836,289,日経225
141099718,CAL_NK225_1609_19750,CAL,201609,19750,1460,1459,19847.58,21.2838,0.2836,289,日経225
141090018,CAL_NK225_1609_20000,CAL,201609,20000,1340,1335,19847.58,21.092,0.2836,289,日経225
141090218,CAL_NK225_1609_20250,CAL,201609,20250,1220,1219,19847.58,20.9254,0.2836,289,日経225
141090518,CAL_NK225_1609_20500,CAL,201609,20500,1120,1111,19847.58,20.7799,0.2836,289,日経225
141090718,CAL_NK225_1609_20750,CAL,201609,20750,1020,1010,19847.58,20.6442,0.2836,289,日経225
141091018,CAL_NK225_1609_21000,CAL,201609,21000,920,918,19847.58,20.5332,0.2836,289,日経225
141091218,CAL_NK225_1609_21250,CAL,201609,21250,835,832,19847.58,20.4329,0.2836,289,日経225
141091518,CAL_NK225_1609_21500,CAL,201609,21500,755,752,19847.58,20.3432,0.2836,289,日経225
141091718,CAL_NK225_1609_21750,CAL,201609,21750,685,680,19847.58,20.2723,0.2836,289,日経225
141092018,CAL_NK225_1609_22000,CAL,201609,22000,615,614,19847.58,20.2179,0.2836,289,日経225
141092218,CAL_NK225_1609_22250,CAL,201609,22250,555,554,19847.58,20.1711,0.2836,289,日経225
141092518,CAL_NK225_1609_22500,CAL,201609,22500,500,499,19847.58,20.1364,0.2836,289,日経225
141092718,CAL_NK225_1609_22750,CAL,201609,22750,450,449,19847.58,20.1091,0.2836,289,日経225
141093018,CAL_NK225_1609_23000,CAL,201609,23000,405,404,19847.58,20.0921,0.2836,289,日経225
141093218,CAL_NK225_1609_23250,CAL,201609,23250,365,363,19847.58,20.0855,0.2836,289,日経225
141093518,CAL_NK225_1609_23500,CAL,201609,23500,330,326,19847.58,20.0806,0.2836,289,日経225
141093718,CAL_NK225_1609_23750,CAL,201609,23750,295,293,19847.58,20.0894,0.2836,289,日経225
141094018,CAL_NK225_1609_24000,CAL,201609,24000,265,263,19847.58,20.1034,0.2836,289,日経225
141094218,CAL_NK225_1609_24250,CAL,201609,24250,240,236,19847.58,20.1243,0.2836,289,日経225
141094518,CAL_NK225_1609_24500,CAL,201609,24500,215,212,19847.58,20.1523,0.2836,289,日経225
141094718,CAL_NK225_1609_24750,CAL,201609,24750,195,191,19847.58,20.1847,0.2836,289,日経225
141124518,CAL_NK225_1612_4500,CAL,201612,4500,15140,15140,19847.58,78.6276,0.2836,380,日経225
141125018,CAL_NK225_1612_5000,CAL,201612,5000,14650,14650,19847.58,74.3505,0.2836,380,日経225
141125518,CAL_NK225_1612_5500,CAL,201612,5500,14150,14150,19847.58,69.1949,0.2836,380,日経225
141126018,CAL_NK225_1612_6000,CAL,201612,6000,13660,13660,19847.58,65.7027,0.2836,380,日経225
141126518,CAL_NK225_1612_6500,CAL,201612,6500,13170,13170,19847.58,62.4371,0.2836,380,日経225
141127018,CAL_NK225_1612_7000,CAL,201612,7000,12680,12680,19847.58,59.3639,0.2836,380,日経225
141127518,CAL_NK225_1612_7500,CAL,201612,7500,12180,12180,19847.58,55.5877,0.2836,380,日経225
141128018,CAL_NK225_1612_8000,CAL,201612,8000,11690,11690,19847.58,52.8976,0.2836,380,日経225
141128518,CAL_NK225_1612_8500,CAL,201612,8500,11200,11200,19847.58,50.323,0.2836,380,日経225
141129018,CAL_NK225_1612_9000,CAL,201612,9000,10710,10710,19847.58,47.8502,0.2836,380,日経225
141129218,CAL_NK225_1612_9250,CAL,201612,9250,10470,10470,19847.58,46.9718,0.2836,380,日経225
141129518,CAL_NK225_1612_9500,CAL,201612,9500,10220,10220,19847.58,45.4674,0.2836,380,日経225
141129718,CAL_NK225_1612_9750,CAL,201612,9750,9980,9980,19847.58,44.6053,0.2836,380,日経225
141120018,CAL_NK225_1612_10000,CAL,201612,10000,9730,9730,19847.58,43.1647,0.2836,380,日経225
141120218,CAL_NK225_1612_10250,CAL,201612,10250,9490,9490,19847.58,42.3167,0.2836,380,日経225
141120518,CAL_NK225_1612_10500,CAL,201612,10500,9250,9250,19847.58,41.4611,0.2836,380,日経225
141120718,CAL_NK225_1612_10750,CAL,201612,10750,9010,9010,19847.58,40.5992,0.2836,380,日経225
141121018,CAL_NK225_1612_11000,CAL,201612,11000,8770,8770,19847.58,39.7323,0.2836,380,日経225
141121218,CAL_NK225_1612_11250,CAL,201612,11250,8520,8520,19847.58,38.4057,0.2836,380,日経225
141121518,CAL_NK225_1612_11500,CAL,201612,11500,8290,8290,19847.58,37.9867,0.2836,380,日経225
141121718,CAL_NK225_1612_11750,CAL,201612,11750,8050,8050,19847.58,37.1094,0.2836,380,日経225
141122018,CAL_NK225_1612_12000,CAL,201612,12000,7810,7810,19847.58,36.2298,0.2836,380,日経225
141122218,CAL_NK225_1612_12250,CAL,201612,12250,7570,7570,19847.58,35.3481,0.2836,380,日経225
141122518,CAL_NK225_1612_12500,CAL,201612,12500,7330,7330,19847.58,34.4647,0.2836,380,日経225
141122718,CAL_NK225_1612_12750,CAL,201612,12750,7100,7095,19847.58,33.7457,0.2836,380,日経225
141123018,CAL_NK225_1612_13000,CAL,201612,13000,6870,6861,19847.58,33.0415,0.2836,380,日経225
141123218,CAL_NK225_1612_13250,CAL,201612,13250,6630,6628,19847.58,32.3607,0.2836,380,日経225
141123518,CAL_NK225_1612_13500,CAL,201612,13500,6400,6396,19847.58,31.7079,0.2836,380,日経225
141123718,CAL_NK225_1612_13750,CAL,201612,13750,6170,6166,19847.58,31.0664,0.2836,380,日経225
141124018,CAL_NK225_1612_14000,CAL,201612,14000,5940,5937,19847.58,30.4342,0.2836,380,日経225
141124218,CAL_NK225_1612_14250,CAL,201612,14250,5720,5710,19847.58,29.8318,0.2836,380,日経225
191124518,CAL_NK225_1612_14500,CAL,201612,14500,5490,5486,19847.58,29.2673,0.2836,380,日経225
141124718,CAL_NK225_1612_14750,CAL,201612,14750,5270,5263,19847.58,28.7032,0.2836,380,日経225
191125018,CAL_NK225_1612_15000,CAL,201612,15000,5050,5042,19847.58,28.1578,0.2836,380,日経225
141125218,CAL_NK225_1612_15250,CAL,201612,15250,4830,4824,19847.58,27.6319,0.2836,380,日経225
191125518,CAL_NK225_1612_15500,CAL,201612,15500,4610,4609,19847.58,27.1263,0.2836,380,日経225
141125718,CAL_NK225_1612_15750,CAL,201612,15750,4400,4396,19847.58,26.6292,0.2836,380,日経225
191126018,CAL_NK225_1612_16000,CAL,201612,16000,4190,4187,19847.58,26.1633,0.2836,380,日経225
141126218,CAL_NK225_1612_16250,CAL,201612,16250,3990,3982,19847.58,25.7236,0.2836,380,日経225
191126518,CAL_NK225_1612_16500,CAL,201612,16500,3790,3780,19847.58,25.3006,0.2836,380,日経225
141126718,CAL_NK225_1612_16750,CAL,201612,16750,3590,3583,19847.58,24.8874,0.2836,380,日経225
191127018,CAL_NK225_1612_17000,CAL,201612,17000,3390,3390,19847.58,24.506,0.2836,380,日経225
141127218,CAL_NK225_1612_17250,CAL,201612,17250,3210,3201,19847.58,24.1318,0.2836,380,日経225
191127518,CAL_NK225_1612_17500,CAL,201612,17500,3020,3018,19847.58,23.7881,0.2836,380,日経225
141127718,CAL_NK225_1612_17750,CAL,201612,17750,2840,2839,19847.58,23.4555,0.2836,380,日経225
191128018,CAL_NK225_1612_18000,CAL,201612,18000,2670,2667,19847.58,23.1495,0.2836,380,日経225
141128218,CAL_NK225_1612_18250,CAL,201612,18250,2500,2500,19847.58,22.8485,0.2836,380,日経225
191128518,CAL_NK225_1612_18500,CAL,201612,18500,2340,2340,19847.58,22.5856,0.2836,380,日経225
141128718,CAL_NK225_1612_18750,CAL,201612,18750,2190,2186,19847.58,22.335,0.2836,380,日経225
191129018,CAL_NK225_1612_19000,CAL,201612,19000,2040,2038,19847.58,22.0966,0.2836,380,日経225
191129218,CAL_NK225_1612_19250,CAL,201612,19250,1900,1897,19847.58,21.8827,0.2836,380,日経225
191129518,CAL_NK225_1612_19500,CAL,201612,19500,1770,1764,19847.58,21.6938,0.2836,380,日経225
191129718,CAL_NK225_1612_19750,CAL,201612,19750,1640,1637,19847.58,21.516,0.2836,380,日経225
191120018,CAL_NK225_1612_20000,CAL,201612,20000,1520,1517,19847.58,21.3576,0.2836,380,日経225
191120218,CAL_NK225_1612_20250,CAL,201612,20250,1410,1404,19847.58,21.2165,0.2836,380,日経225
191120518,CAL_NK225_1612_20500,CAL,201612,20500,1300,1297,19847.58,21.0888,0.2836,380,日経225
191120718,CAL_NK225_1612_20750,CAL,201612,20750,1200,1197,19847.58,20.9732,0.2836,380,日経225
191121018,CAL_NK225_1612_21000,CAL,201612,21000,1110,1105,19847.58,20.8793,0.2836,380,日経225
191121218,CAL_NK225_1612_21250,CAL,201612,21250,1020,1018,19847.58,20.7933,0.2836,380,日経225
191121518,CAL_NK225_1612_21500,CAL,201612,21500,940,937,19847.58,20.7202,0.2836,380,日経225
191121718,CAL_NK225_1612_21750,CAL,201612,21750,865,861,19847.58,20.6562,0.2836,380,日経225
191122018,CAL_NK225_1612_22000,CAL,201612,22000,795,792,19847.58,20.6056,0.2836,380,日経225
191122218,CAL_NK225_1612_22250,CAL,201612,22250,730,727,19847.58,20.5629,0.2836,380,日経225
191122518,CAL_NK225_1612_22500,CAL,201612,22500,670,667,19847.58,20.5325,0.2836,380,日経225
